nif,titular_id
B58511882,336
B58526591,337
B58586991,338
B58589425,339
B58609678,340
B58652090,341
B58661463,342
B58671421,343
B58794314,344
B58796145,345
B58829953,346
B58870809,347
B58875048,348
B58929340,349
B58969676,350
B59122523,351
B59151852,352
B59165597,353
B59308791,354
B59329714,355
B59341784,356
B59368720,357
B59377747,358
B59381194,359
B59431635,360
B59521559,361
B59549105,362
B59595546,363
B59634451,364
B59681726,365
B59752386,366
B59775932,367
B59785915,368
B59794040,369
B59809145,370
B59820951,371
B59845982,372
B59869750,373
B59969857,374
B60002136,375
B60014933,376
B60015823,377
B60085172,378
B60127156,379
B60157518,380
B60208527,381
B60231297,382
B60242252,383
B60335387,384
B60338720,385
B60365806,386
B60368404,387
B60375201,388
B60416898,389
B60431533,390
B60447638,391
B60458411,392
B60470408,393
B60506177,394
B60543816,395
B60594793,396
B60619731,397
B60632593,398
B60633054,399
B60644564,400
B60650736,401
B60689270,402
B60690856,403
B60780459,404
B60783248,405
B60825767,406
B60858024,407
B60861168,408
B60902608,409
B60916699,410
B60970407,411
B60996253,412
B61005039,413
B61031100,414
B61055935,415
B61082657,416
B61095857,417
B61100921,418
B61125076,419
B61131504,420
B61139358,421
B61186011,422
B61227146,423
B61228631,424
B61242368,425
B61273371,426
B61282562,427
B61324182,428
B61337481,429
B61337838,430
B61348272,431
B61374252,432
B61380424,433
B61414199,434
B61436879,435
B61449542,436
B61456166,437
B61456232,438
B61463725,439
B61489001,440
B61502035,441
B61510798,442
B61522413,443
B61526315,444
B61534897,445
B61548186,446
B61570107,447
B61581112,448
B61614913,449
B61653044,450
B61659595,451
B61691036,452
B61708699,453
B61735825,454
B61753356,455
B61796454,456
B61802377,457
B61809307,458
B61813895,459
B61828174,460
B61829628,461
B61832069,462
B61837142,463
B61841086,464
B61841615,465
B61861134,466
B61869327,467
B61903712,468
B61912465,469
B61914883,470
B61933511,471
B61935508,472
B61945119,473
B61948360,474
B61953378,475
B61961355,476
B61964961,477
B62037726,478
B62057948,479
B62067533,480
B62073234,481
B62082151,482
B62084454,483
B62091699,484
B62094693,485
B62111059,486
B62118815,487
B62119037,488
B62133384,489
B62161062,490
B62180187,491
B62197389,492
B62216551,493
B62228820,494
B62235908,495
B62237359,496
B62278874,497
B62345616,498
B62346622,499
B62365820,500
B62369301,501
B62385067,502
B62387782,503
B62398540,504
B62405824,505
B62410279,506
B62439161,507
B62441514,508
B62451315,509
B62461256,510
B62470695,511
B62487335,512
B62487863,513
B62497698,514
B62505664,515
B62518055,516
B62559505,517
B62582358,518
B62584511,519
B62585971,520
B62600648,521
B62601265,522
B62610936,523
B62613450,524
B62615679,525
B62622147,526
B62652813,527
B62673884,528
B62752597,529
B62754346,530
B62806278,531
B62810403,532
B62818703,533
B62850045,534
B62851423,535
B62868781,536
B62869961,537
B62895321,538
B62895867,539
B62915335,540
B62919485,541
B62943089,542
B62945696,543
B62948344,544
B62950308,545
B62954748,546
B62963475,547
B62980925,548
B62991526,549
B63011415,550
B63015143,551
B63026538,552
B63031710,553
B63031959,554
B63032163,555
B63036834,556
B63037949,557
B63044051,558
B63046411,559
B63047468,560
B63055768,561
B63058200,562
B63098438,563
B63103212,564
B63106371,565
B63118012,566
B63124994,567
B63131981,568
B63163810,569
B63196570,570
B63208532,571
B63218473,572
B63247720,573
B63271555,574
B63306526,575
B63306773,576
B63324115,577
B63376800,578
B63425292,579
B63442206,580
B63459895,581
B63465793,582
B63470942,583
B63476683,584
B63502652,585
B63508618,586
B63508675,587
B63508691,588
B63509335,589
B63534218,590
B63554901,591
B63560619,592
B63566244,593
B63588982,594
B63592174,595
B63613053,596
B63627368,597
B63643027,598
B63645766,599
B63666887,600
B63667059,601
B63672315,602
B63677272,603
B63723415,604
B63733281,605
B63735203,606
B63740716,607
B63793913,608
B63824841,609
B63825095,610
B63828487,611
B63888651,612
B63906911,613
B63907869,614
B63912596,615
B63943971,616
B63965974,617
B64033145,618
B64045545,619
B64054216,620
B64054265,621
B64078181,622
B64093610,623
B64152192,624
B64160005,625
B64161201,626
B64199169,627
B64202013,628
B64202161,629
B64202690,630
B64214588,631
B64226186,632
B64270135,633
B64301708,634
B64302516,635
B64303373,636
B64337751,637
B64354590,638
B64394257,639
B64413826,640
B64439557,641
B64471253,642
B64472293,643
B64490097,644
B64515695,645
B64517048,646
B64559941,647
B64562747,648
B64563869,649
B64585474,650
B64620438,651
B64625205,652
B64650765,653
B64668684,654
B64686157,655
B64690274,656
B64690464,657
B64716269,658
B64747652,659
B64810286,660
B64816218,661
B64848203,662
B64867567,663
B64921489,664
B64931850,665
B64948359,666
B64961071,667
B64964190,668
B64989098,669
B64991284,670
B64999303,671
B65003360,672
B65004483,673
B65005035,674
B65030496,675
B65046427,676
B65049702,677
B65054967,678
B65075178,679
B65097180,680
B65101412,681
B65102782,682
B65120453,683
B65130825,684
B65132128,685
B65132144,686
B65138711,687
B65163941,688
B65194425,689
B65233413,690
B65234999,691
B65248726,692
B65256877,693
B65296535,694
B65326902,695
B65334518,696
B65373466,697
B65374811,698
B65416992,699
B65420606,700
B65421182,701
B65432312,702
B65444234,703
B65445348,704
B65447351,705
B65451866,706
B65462145,707
B65497414,708
B65507097,709
B65573362,710
B65578940,711
B65580037,712
B65591851,713
B65618407,714
B65620528,715
B65632945,716
B65650400,717
B65650772,718
B65690794,719
B65693947,720
B65694267,721
B65696114,722
B65761025,723
B65766669,724
B65773996,725
B65798977,726
B65799082,727
B65803694,728
B65807455,729
B65820698,730
B65822041,731
B65825499,732
B65842205,733
B65857344,734
B65869836,735
B65870156,736
B65870909,737
B65878191,738
B65885568,739
B65893497,740
B65895161,741
B65907792,742
B65924268,743
B65935553,744
B65952509,745
B65955916,746
B65966004,747
B65968307,748
B65969792,749
B65973042,750
B65986556,751
B65993446,752
B65994014,753
B66002189,754
B66004946,755
B66006057,756
B66011578,757
B66013251,758
B66018706,759
B66033366,760
B66050345,761
B66057498,762
B66065251,763
B66068362,764
B66081035,765
B66087339,766
B66093048,767
B66093139,768
B66093964,769
B66103508,770
B66106972,771
B66114943,772
B66130444,773
B66137050,774
B66150426,775
B66158460,776
B66164674,777
B66168311,778
B66169731,779
B66174079,780
B66176561,781
B66182858,782
B66184334,783
B66192139,784
B66195892,785
B66209693,786
B66221425,787
B66222878,788
B66224668,789
B66231887,790
B66232497,791
B66240577,792
B66252347,793
B66255480,794
B66256546,795
B66265943,796
B66275850,797
B66282336,798
B66288135,799
B66313057,800
B66327412,801
B66327917,802
B66336892,803
B66337031,804
B66348293,805
B66358268,806
B66367863,807
B66373580,808
B66376922,809
B66383092,810
B66400748,811
B66413923,812
B66424417,813
B66424987,814
B66448176,815
B66451402,816
B66458191,817
B66465477,818
B66483223,819
B66493099,820
B66495755,821
B66497009,822
B66500349,823
B66516931,824
B66519513,825
B66541319,826
B66544511,827
B66545021,828
B66549064,829
B66582677,830
B66585399,831
B66599085,832
B66603325,833
B66616962,834
B66619081,835
B66620212,836
B66627092,837
B66631524,838
B66639774,839
B66649682,840
B66651043,841
B66653395,842
B66653544,843
B66658329,844
B66663592,845
B66676883,846
B66692401,847
B66697525,848
B66699836,849
B66706540,850
B66728692,851
B66734609,852
B66741547,853
B66747650,854
B66762006,855
B66794603,856
B66794793,857
B66811985,858
B66819053,859
B66819503,860
B66823899,861
B66831868,862
B66846411,863
B66866153,864
B66883166,865
B66911744,866
B66937988,867
B66963745,868
B66968298,869
B66980533,870
B66980558,871
B66986597,872
B66989773,873
B66996372,874
B66999590,875
B67003467,876
B67053124,877
B67062141,878
B67065466,879
B67076133,880
B67078170,881
B67089185,882
B67111856,883
B67115923,884
B67123976,885
B67126904,886
B67144931,887
B67177642,888
B67188052,889
B67201863,890
B67230706,891
B67236612,892
B67246827,893
B67267104,894
B67271213,895
B67272500,896
B67284141,897
B67304733,898
B67319533,899
B67347658,900
B67373779,901
B67378802,902
B67392993,903
B67399626,904
B67434050,905
B67469767,906
B67502146,907
B67525378,908
B67528489,909
B67536995,910
B67552166,911
B67552257,912
B67557231,913
B67575886,914
B67580050,915
B67586719,916
B67593988,917
B67600163,918
B67607119,919
B67683177,920
B67967901,921
B70201553,922
B70629555,923
B70876735,924
B70907746,925
B70959325,926
B71103691,927
B72566763,928
B72693963,929
B72696461,930
B72765241,931
B72979404,932
B75343004,933
B75521609,934
B75534057,935
B75853135,936
B76003771,937
B81108805,938
B81179574,939
B82945445,940
B82988825,941
B83028456,942
B83246934,943
B83859868,944
B84679935,945
B84680024,946
B85480002,947
B85616357,948
B86125812,949
B86858602,950
B87011052,951
B87171740,952
B87209789,953
B87230926,954
B87236188,955
B87291530,956
B87408068,957
B87576732,958
B87793774,959
B87932612,960
B95953683,961
B96762166,962
B98782030,963
E38206744,964
E56983042,965
E58131301,966
E59659763,967
E60442910,968
E60652518,969
E61701694,970
E62357777,971
E62978770,972
E63910020,973
E64282742,974
E64833213,975
E65475089,976
E66972688,977
E80601297,978
E82947987,979
F62686670,980
G08902645,981
G58446584,982
G59101659,983
G59346650,984
G60603354,985
G61343497,986
G62743265,987
G62806757,988
G63009039,989
G63113476,990
G63457998,991
G63556252,992
G63562367,993
J08994196,994
J58150608,995
J58460114,996
J58501305,997
J60415197,998
J60648482,999
J60691581,1000
J60993532,1001
J61338752,1002
J61536157,1003
J61624706,1004
J61669149,1005
J62125018,1006
J63192371,1007
J63374581,1008
J63427777,1009
J63509988,1010
J64203656,1011
J64915283,1012
J64924590,1013
J64965304,1014
J65047532,1015
J65090201,1016
J65136897,1017
J65349391,1018
J65454845,1019
J65469710,1020
J65541666,1021
J65544710,1022
J65747990,1023
J65773640,1024
J65775769,1025
J65899676,1026
J6590421,1027
J65926602,1028
J65937559,1029
J65966376,1030
J65981847,1031
J65982233,1032
J66001017,1033
J66064882,1034
J66090036,1035
J66175563,1036
J66256769,1037
J66300146,1038
J66679747,1039
W0432250I,1040
b63667943,1041
,1042
,1043
A06006035,1044
A08002941,1045
A08013906,1046
A08038192,1047
A08051039,1048
A08055071,1049
A08066342,1050
A08072183,1051
A08103020,1052
A08108342,1053
A08137812,1054
A08144560,1055
A08193930,1056
A08196669,1057
A08211591,1058
A08237075,1059
A08238032,1060
A08272502,1061
A08285561,1062
A08312803,1063
A08325292,1064
A08338337,1065
A08348898,1066
A08368391,1067
A08371536,1068
A08376980,1069
A08432155,1070
A08457988,1071
A08533556,1072
A08556474,1073
A08565715,1074
A08577801,1075
A08650632,1076
A08670309,1077
A08683088,1078
A08709412,1079
A08739385,1080
A08768715,1081
A08796583,1082
A08815441,1083
A08823114,1084
A08824443,1085
A08848509,1086
A08871337,1087
A08900763,1088
A08944704,1089
A08950867,1090
A08951774,1091
A08976250,1092
A08977217,1093
A17001157,1094
A17011206,1095
A17012881,1096
A17327230,1097
A28868743,1098
A31256944,1099
A43311703,1100
A48050546,1101
A58006149,1102
A58026576,1103
A58064320,1104
A58075334,1105
A58087016,1106
A58092321,1107
A58102278,1108
A58106980,1109
A58164955,1110
A58225004,1111
A58266453,1112
A58301367,1113
A58308552,1114
A58324591,1115
A58347147,1116
A58352006,1117
A58360751,1118
A58368374,1119
A58400763,1120
A58408071,1121
A58444555,1122
A58444837,1123
A58460023,1124
A58460049,1125
A58492174,1126
A58498353,1127
A58498577,1128
A58518267,1129
A58518523,1130
A58523804,1131
A58529801,1132
A58542515,1133
A58564014,1134
A5857102,1135
A58585217,1136
A58606021,1137
A58606609,1138
A58657859,1139
A58657990,1140
A58666223,1141
A58720566,1142
A58754383,1143
A58779521,1144
A58810987,1145
A58850637,1146
A58855032,1147
A58956400,1148
A59021535,1149
A59026161,1150
A59054809,1151
A59094920,1152
A59104083,1153
A59109769,1154
A59368209,1155
A59847103,1156
A59885301,1157
A59888628,1158
A59981696,1159
A60093143,1160
A60469541,1161
A60585304,1162
A60698636,1163
A60851292,1164
A61886206,1165
A61963757,1166
A62387782,1167
A62711015,1168
A62772942,1169
A63626246,1170
A64318678,1171
A66317918,1172
A66409681,1173
A80413081,1174
A87358446,1175
A87805768,1176
B01613330,1177
B01687458,1178
B01703297,1179
B01713056,1180
B01716430,1181
B01771120,1182
B01788967,1183
B01789601,1184
B01808146,1185
B01846112,1186
B01890805,1187
B02634376,1188
B02718146,1189
B02757201,1190
B02883932,1191
B02894517,1192
B02903243,1193
B04475828,1194
B04942801,1195
B04950622,1196
B05380225,1197
B05404967,1198
B05486865,1199
B06779524,1200
B06792774,1201
B06812606,1202
B06861140,1203
B06960785,1204
B06975056,1205
B06975403,1206
B07073554,1207
B07303621,1208
B07481641,1209
B07661440,1210
B07981152,1211
B08039315,1212
B08056608,1213
B08074353,1214
B08082877,1215
B08082968,1216
B08101057,1217
B08102154,1218
B08109563,1219
B08128902,1220
B08133365,1221
B08145930,1222
B08152472,1223
B08154841,1224
B08156036,1225
B08158693,1226
B08179624,1227
B08193674,1228
B08194995,1229
B08200933,1230
B08221160,1231
B08267635,1232
B08295685,1233
B08311987,1234
B08335127,1235
B08348617,1236
B08348682,1237
B08376527,1238
B08381295,1239
B08401069,1240
B08411308,1241
B08416265,1242
B08426207,1243
B08427858,1244
B08429573,1245
B08429821,1246
B08438160,1247
B08470445,1248
B08477259,1249
B08505240,1250
B08521460,1251
B08534422,1252
B08556474,1253
B08577421,1254
B08605958,1255
B08610610,1256
B08626046,1257
B08654568,1258
B08685448,1259
B08700858,1260
B08753287,1261
B08791956,1262
B08794539,1263
B08802027,1264
B08803611,1265
B08805004,1266
B08832156,1267
B08842890,1268
B08847105,1269
B08864241,1270
B08884199,1271
B08885006,1272
B08898298,1273
B08931099,1274
B08947012,1275
B08949570,1276
B08994907,1277
B09110982,1278
B09620063,1279
B09655838,1280
B09690231,1281
B09845603,1282
B09951138,1283
B09971185,1284
B10547289,1285
B10565968,1286
B10782985,1287
B10823144,1288
B10848729,1289
B10902005,1290
B10941045,1291
B10959781,1292
B10980936,1293
B11836723,1294
B13786801,1295
B13808068,1296
B13830328,1297
B13865456,1298
B13914551,1299
B13917141,1300
B13938592,1301
B13946264,1302
B13962725,1303
B13964523,1304
B16359671,1305
B16782997,1306
B16852683,1307
B16967143,1308
B16987414,1309
B17005323,1310
B17014481,1311
B17022625,1312
B17024761,1313
B17216292,1314
B17259367,1315
B17318544,1316
B17337007,1317
B17369521,1318
B17385766,1319
B17469354,1320
B17495052,1321
B17513094,1322
B17513961,1323
B17522491,1324
B17693144,1325
B17723636,1326
B17737958,1327
B17936220,1328
B18530998,1329
B19817444,1330
B19839109,1331
B19842582,1332
B20332961,1333
B20929741,1334
B21371539,1335
B21790035,1336
B21964697,1337
B22209191,1338
B22334007,1339
B22867808,1340
B22933378,1341
B24798407,1342
B25045212,1343
B25278664,1344
B25406216,1345
B25433624,1346
B25446535,1347
B25457748,1348
B25510348,1349
B25531435,1350
B25542796,1351
B25563701,1352
B25583329,1353
B25590860,1354
B25691767,1355
B25724188,1356
B25816406,1357
B25833369,1358
B26894832,1359
B28828804,1360
B31005739,1361
B31213218,1362
B35640846,1363
B42806877,1364
B42864553,1365
B42871301,1366
B42922120,1367
B42937060,1368
B43015593,1369
B43311364,1370
B43419514,1371
B43420587,1372
B43445840,1373
B43524669,1374
B43575026,1375
B43607084,1376
B43656735,1377
B43661966,1378
B43710128,1379
B43772334,1380
B43866565,1381
B43881366,1382
B43904366,1383
B43931872,1384
B43967595,1385
B44551885,1386
B44584118,1387
B44613545,1388
B44631612,1389
B44631620,1390
B44666642,1391
B44721173,1392
B44797611,1393
B44865343,1394
B44910131,1395
B45200797,1396
B48493639,1397
B53775193,1398
B54164124,1399
B54784251,1400
B54848817,1401
B54909189,1402
B55084354,1403
B55126312,1404
B55159552,1405
B55209522,1406
B55219109,1407
B55264246,1408
B55405377,1409
B55554240,1410
B55626261,1411
B55671887,1412
B55692057,1413
B55708804,1414
B55767602,1415
B56168164,1416
B56179534,1417
B56276090,1418
B56354798,1419
B56360373,1420
B56373426,1421
B56441405,1422
B56482870,1423
B56564339,1424
B56681018,1425
B56874514,1426
B56884695,1427
B56912306,1428
B56995095,1429
B57353906,1430
B57569154,1431
B57835209,1432
B57913071,1433
B58009507,1434
B58020660,1435
B58024050,1436
B58044827,1437
B58069733,1438
B58091661,1439
B58095274,1440
B58100090,1441
B58109075,1442
B58114828,1443
B58154691,1444
B58163411,1445
B58164534,1446
B58186107,1447
B58186701,1448
B58236902,1449
B58246505,1450
B58248196,1451
B58257866,1452
B58284993,1453
B58291212,1454
B58314709,1455
B58328303,1456
B58336926,1457
B58352014,1458
B58361445,1459
B58366451,1460
B58376963,1461
B58380338,1462
B58385682,1463
B58385683,1464
B58387978,1465
B58390626,1466
B58405549,1467
B58405689,1468
B58408071,1469
B58411422,1470
B58414814,1471
B58415043,1472
B58436924,1473
B58444829,1474
B58452319,1475
B58461740,1476
B58466822,1477
B58492646,1478
B58510231,1479
B58515131,1480
B58516584,1481
B58572033,1482
B58574849,1483
B58581299,1484
B58588773,1485
B58604547,1486
B58613068,1487
B58617994,1488
B58618323,1489
B58628660,1490
B58633033,1491
B58641705,1492
B58643917,1493
B58646944,1494
B58651357,1495
B58654930,1496
B58695610,1497
B58697483,1498
B58722885,1499
B58723008,1500
B58736372,1501
B58761388,1502
B58771221,1503
B58782517,1504
B58784588,1505
B58800517,1506
B58801150,1507
B58805763,1508
B58816828,1509
B58824517,1510
B58828658,1511
B58835067,1512
B58848953,1513
B58860164,1514
B58875667,1515
B58879719,1516
B58906033,1517
B58911280,1518
B58938051,1519
B58938234,1520
B58960873,1521
B58968926,1522
B58969296,1523
B59022749,1524
B59024216,1525
B59025056,1526
B59027029,1527
B59039164,1528
B59044925,1529
B59076968,1530
B59076984,1531
B59085274,1532
B59095901,1533
B59099457,1534
B59107581,1535
B59113977,1536
B59118786,1537
B59142513,1538
B59149146,1539
B59149906,1540
B59154534,1541
B59180141,1542
B59202747,1543
B59301085,1544
B59308072,1545
B59345892,1546
B59346114,1547
B59351775,1548
B59369827,1549
B59376376,1550
B59379370,1551
B59385989,1552
B59387936,1553
B59404947,1554
B59430439,1555
B59437095,1556
B59501528,1557
B59587063,1558
B59588988,1559
B59724823,1560
B59771105,1561
B59780841,1562
B59804153,1563
B59809418,1564
B59819052,1565
B59830802,1566
B59843268,1567
B59850065,1568
B59850123,1569
B59854315,1570
B59873208,1571
B59879114,1572
B59879635,1573
B59891697,1574
B59908251,1575
B59920413,1576
B59926980,1577
B59957506,1578
B59968297,1579
B59980607,1580
B59986281,1581
B59994186,1582
B59994335,1583
B60024429,1584
B60029964,1585
B60066289,1586
B60082484,1587
B60098308,1588
B60099397,1589
B60110632,1590
B60124005,1591
B60130655,1592
B60135878,1593
B60145323,1594
B60208444,1595
B60209053,1596
B60219227,1597
B60234937,1598
B60264876,1599
B60268323,1600
B60269677,1601
B60272804,1602
B60294352,1603
B60304979,1604
B60336005,1605
B60349792,1606
B60366101,1607
B60391505,1608
B60396892,1609
B60412897,1610
B60442621,1611
B60443561,1612
B60462264,1613
B60493459,1614
B60494101,1615
B60497948,1616
B60499266,1617
B60537768,1618
B60556909,1619
B60562782,1620
B60605946,1621
B60608635,1622
B60613106,1623
B60615242,1624
B60619913,1625
B60622875,1626
B60623162,1627
B60632486,1628
B60647765,1629
B60653201,1630
B60654928,1631
B60659224,1632
B60676392,1633
B60719036,1634
B60719747,1635
B60720695,1636
B60733599,1637
B60739018,1638
B60741550,1639
B60769940,1640
B60799848,1641
B60815693,1642
B60821683,1643
B60824075,1644
B60828092,1645
B60834611,1646
B60853181,1647
B60866373,1648
B60878808,1649
B60880044,1650
B60906484,1651
B60915634,1652
B60942505,1653
B60947934,1654
B60961539,1655
B60963402,1656
B60986312,1657
B61000303,1658
B61010609,1659
B61015350,1660
B61045563,1661
B61048724,1662
B61053203,1663
B61056131,1664
B61065140,1665
B61067484,1666
B61076519,1667
B61078697,1668
B61086237,1669
B61093605,1670
B61096749,1671
B61100491,1672
B61103123,1673
B61107520,1674
B61110185,1675
B61121117,1676
B61128468,1677
B61138913,1678
B61141842,1679
B61165668,1680
B61171260,1681
B61188561,1682
B61192340,1683
B61198289,1684
B61209102,1685
B61245478,1686
B61251732,1687
B61253316,1688
B61262952,1689
B61268751,1690
B61271284,1691
B61272027,1692
B61279477,1693
B61289286,1694
B61294476,1695
B61297248,1696
B61303749,1697
B61322830,1698
B61323986,1699
B61329744,1700
B61334579,1701
B61336806,1702
B61345823,1703
B61347951,1704
B61348256,1705
B61355376,1706
B61366241,1707
B61378675,1708
B61386355,1709
B61389037,1710
B61389045,1711
B61398582,1712
B61402830,1713
B61417424,1714
B61425450,1715
B61426771,1716
B61429916,1717
B61432902,1718
B61437463,1719
B61442075,1720
B61443214,1721
B61444451,1722
B61445201,1723
B61445292,1724
B61448197,1725
B61451084,1726
B61464053,1727
B61465837,1728
B61466538,1729
B61467809,1730
B61469094,1731
B61469805,1732
B61471272,1733
B61474219,1734
B61479028,1735
B61489266,1736
B61494316,1737
B61509139,1738
B61534350,1739
B61546446,1740
B61555645,1741
B61555785,1742
B61561122,1743
B61569851,1744
B61579546,1745
B61586913,1746
B61587531,1747
B61587614,1748
B61588448,1749
B61595559,1750
B61601027,1751
B61607784,1752
B61625794,1753
B61630679,1754
B61631248,1755
B61653036,1756
B61662839,1757
B61663480,1758
B61668976,1759
B61680443,1760
B61686861,1761
B61693271,1762
B61695565,1763
B61700738,1764
B61716833,1765
B61723664,1766
B61733325,1767
B61753729,1768
B61758777,1769
B61764197,1770
B61765194,1771
B61767000,1772
B61772448,1773
B61772950,1774
B61773974,1775
B61780409,1776
B61800413,1777
B61804886,1778
B61805222,1779
B61809265,1780
B61810420,1781
B61814778,1782
B61830964,1783
B61838215,1784
B61838348,1785
B61848586,1786
B61858916,1787
B61863361,1788
B61868758,1789
B61878138,1790
B61878211,1791
B61883088,1792
B61897195,1793
B61912242,1794
B61912689,1795
B61923041,1796
B61923959,1797
B61928859,1798
B61956124,1799
B61958617,1800
B61966214,1801
B61967808,1802
B61968012,1803
B61983045,1804
B61987228,1805
B61991238,1806
B62003538,1807
B62021159,1808
B62022983,1809
B62027370,1810
B62030564,1811
B62036272,1812
B62037619,1813
B62037924,1814
B62045075,1815
B62049515,1816
B62053103,1817
B62056239,1818
B62057567,1819
B62062484,1820
B62068556,1821
B62071535,1822
B62077557,1823
B62077615,1824
B62088257,1825
B62092556,1826
B62097993,1827
B62099601,1828
B62101605,1829
B62114152,1830
B62115779,1831
B62118914,1832
B62119342,1833
B62126727,1834
B62130422,1835
B62137435,1836
B62138649,1837
B62150073,1838
B62150677,1839
B62157946,1840
B62159579,1841
B62172663,1842
B62174784,1843
B62178694,1844
B62192752,1845
B62194253,1846
B62202098,1847
B62203096,1848
B62207246,1849
B62241724,1850
B62247184,1851
B62252697,1852
B62253984,1853
B62263611,1854
B62266069,1855
B62266986,1856
B62278593,1857
B62290010,1858
B62293923,1859
B62312186,1860
B62318498,1861
B62327184,1862
B62330493,1863
B62334065,1864
B62337704,1865
B62339999,1866
B62343108,1867
B62344502,1868
B62368980,1869
B62370341,1870
B62375787,1871
B62384847,1872
B62392972,1873
