licencia_id,nombre_comercial,direccion_consultada,lat,lon,etiqueta_icgc,geocodificado
HB-002835,Laforja,"Carrer Laforja 63, Barcelona",41.39707911,2.14652315,,True
HB-002851,RIO DE CASTRO,"Avinguda del Paral·lel 119, Barcelona",41.37480558,2.16072275,,True
HB-002875,Aris,"Carrer Fontanella 14, Barcelona",41.38792459,2.1724482,,True
HB-002895,Elkano,"Carrer Elkano 78, Barcelona",41.37409817,2.16021961,,True
HB-002907,Hostal Conde Guell,"Carrer Comte de Güell 32, Barcelona",41.37742895,2.12266419,,True
HB-002927,HOTEL BRICK (antigo Hotel Climent),"Gran Via de les Corts Catalanes 304, Barcelona",41.37246036,2.14621603,,True
HB-002935,Hostal Ballestero,"Carrer Manuel Sancho 2, Barcelona",41.43039981,2.18182606,,True
HB-002961,Mozart,"Carrer Mozart 15, Barcelona",41.39931984,2.15823272,,True
HB-003049,Hostal Ramos,"Carrer Hospital 36, Barcelona",41.38089431,2.17160827,,True
HB-003078,Peiró,"Carrer Lafont 1, Barcelona",41.37380146,2.16942541,,True
HB-003116,Casablanca,"Via Laietana 23, Barcelona",41.38376272,2.17881444,,True
HB-003147,Brustar Gòtic,"Ronda Sant Pere 53, Barcelona",41.39151227,2.17914274,,True
HB-003250,Mari Luz Eva,"Carrer Palau 4, Barcelona",41.38121646,2.17790151,,True
HB-003292,Hostal Drassanes,"Carrer Ample 7, Barcelona",41.37898963,2.17891049,,True
HB-003336,Hostal River,"Carrer Sant Pau 15, Barcelona",41.37963379,2.17261791,,True
HB-003356,Sant Antoni Hostal - Sustainable tourism,"Carrer de Villarroel 47, Barcelona",41.38246492,2.16021696,,True
HB-003376,Portbou,"Carrer Comerç 29, Barcelona",41.38489519,2.18444724,,True
HB-003451,Hostal Barcelona Rambla,"Carrer Nou de la Rambla 50, Barcelona",41.37749523,2.17252112,,True
HB-003566,Nou Raval,"Carrer Hospital 107, Barcelona",41.37990177,2.16870122,,True
HB-003657,Som Nit Triomf,"Carrer Trafalgar 39, Barcelona",41.39002266,2.17710554,,True
HB-003662,Miami,"Carrer Verge 16, Barcelona",41.38374571,2.16473734,,True
HB-003669,Hostal Baires,"Carrer Avinyó 37, Barcelona",41.38031411,2.17915522,,True
HB-003673,Bèjar,"Carrer Béjar 36, Barcelona",41.37705203,2.14556239,,True
HB-003693,San Ramón,"Carrer Sant Ramon 15, Barcelona",41.37782083,2.1718912,,True
HB-003726,Romay,"Carrer Avinyó 58, Barcelona",41.38019022,2.17929159,,True
HB-003748,Canadiense,"Baixada Sant Miquel 1, Barcelona",41.38140374,2.17652833,,True
HB-003766,Madrazo,"Carrer Madrazo 103, Barcelona",41.3982616,2.14654964,,True
HB-003777,Limehome,"Carrer de Fontcoberta 4, Barcelona",41.39477739,2.12451106,,True
HB-003781,Barcelona Gotic,"Carrer Avinyó 42, Barcelona",41.38049051,2.17834896,,True
HB-003800,Barcelona City Seven,"Carrer Aribau 233, Barcelona",41.39750708,2.14753688,,True
HB-003827,ELLA HOSTEL RAMBLAS,"Carrer dels Tallers 6, Barcelona",41.38475182,2.16976504,,True
HB-003841,Radio,"Carrer Sant Vicenç 39, Barcelona",41.38221885,2.16414698,,True
HB-003871,Alogar,"Carrer Laforja 98, Barcelona",41.39650194,2.14528281,,True
HB-003872,Bèjar 2,"Carrer Bèjar 37, Barcelona",41.37701811,2.14541505,,True
HB-003875,LA FRANÇA TRAVELLERS,"Carrer de la França Xica 40, Barcelona",41.37222673,2.157411,,True
HB-003889,Barcelona City Street,"Carrer Dènia 34, Barcelona",41.39901992,2.14818825,,True
HB-003894,La Paloma,"Carrer Paloma 24, Barcelona",41.38197812,2.16420298,,True
HB-003924,Delfos,"Ronda Sant Antoni 61, Barcelona",41.38465103,2.16371175,,True
HB-003943,Gimón,"Carrer Mallorca 537, Barcelona",41.40941181,2.18313848,,True
HB-003960,Hostal Mare Nostrum,"Carrer Sant Pau 2, Barcelona",41.38091751,2.17315716,,True
HB-003974,Iznajar,"Carrer Carme 38, Barcelona",41.38204935,2.16976815,,True
HB-004005,HOSTAL SOFIA,"Avinguda de Roma 1, Barcelona",41.38101786,2.14378351,,True
HB-004028,Lazza,"Carrer Indústria 81, Barcelona",41.4057108,2.16911983,,True
HB-004039,Hostal Eden,"Carrer Balmes 55, Barcelona",41.38949575,2.1622051,,True
HB-004077,Brustar Sant Pau Aristol,"Carrer Cartagena 369, Barcelona",41.41336455,2.17127138,,True
HB-004080,Hostalet de Barcelona,"Carrer Casanova 155, Barcelona",41.39101712,2.15115918,,True
HB-004083,Petit,"Carrer Laforja 67, Barcelona",41.39691661,2.14624897,,True
HB-004092,Goya Principal,"Carrer Pau Claris 74, Barcelona",41.38938401,2.17174449,,True
HB-004104,Que Tal,"Carrer Mallorca 290, Barcelona",41.39645088,2.166216,,True
HB-004107,BCN Condal Apartments,"Carrer de Còrsega 546, Barcelona",41.40662721,2.17291317,,True
HB-004112,Praktik Rambla,"Rambla Catalunya 27, Barcelona",41.38906064,2.16593789,,True
HB-004116,Hostal del Palau,"Carrer Sant Pere Mes Alt 6, Barcelona",41.38722238,2.1754495,,True
HB-004120,Hostal Eden II,"Carrer Balmes 55, Barcelona",41.38949575,2.1622051,,True
HB-004126,Girona,"Carrer Girona 24, Barcelona",41.39190984,2.17517259,,True
HB-004128,STANDBYME RAMBLAS,"Carrer rambla 100, Barcelona",41.37560091,2.17055571,,True
HB-004144,Hostal Poble Nou,"Carrer Taulat 30, Barcelona",41.39830854,2.20438128,,True
HB-004150,HOSTAL SOFIA2,"Avinguda de Roma 1, Barcelona",41.38101786,2.14378351,,True
HB-004152,HOSTAL CENTRO,"Carrer de Balmes 83, Barcelona",41.39099101,2.16022488,,True
HB-004171,Betrés,"Carrer Breda 3, Barcelona",41.38602616,2.14062138,,True
HB-004191,HOSTAL BALER SCP,"Carrer Torre den Damians 11, Barcelona",41.37603894,2.14402622,,True
HB-004192,Hostal Centro 2,"Carrer Balmes 83, Barcelona",41.39099101,2.16022488,,True
HB-004193,Barcelona City Centre,"Carrer Balmes 60, Barcelona",41.38960627,2.16243068,,True
HB-004196,Barna Hostal,"Rambla Catalunya 102, Barcelona",41.39391108,2.15983193,,True
HB-004198,Absolut,"Carrer de Casanova 72, Barcelona",41.38550145,2.15883,,True
HB-004206,Hostal Eden III,"Carrer Balmes 55, Barcelona",41.38949575,2.1622051,,True
HB-004222,"Inn Ninot Barcelona, S.L.","Carrer de Muntaner 175, Barcelona",41.39187227,2.15227872,,True
HB-004225,Barcelona Center Inn,"Carrer Bailèn 47, Barcelona",41.39424719,2.17396557,,True
HB-004232,Raval Rooms,"Carrer Hospital 149, Barcelona",41.37946319,2.16664817,,True
HB-004241,Fashion House,"Carrer Bruc 13, Barcelona",41.39022887,2.1747675,,True
HB-004245,Hostal LK Barcelona,"Carrer Consell de Cent 30, Barcelona",41.37633001,2.14558182,,True
HB-004250,MEDICAL HOME BARCELONA MADRID SL,"Gran Via de les Corts Catalanes 660, Barcelona",41.39111277,2.17096072,,True
HB-004255,Luxtal,"Carrer Tarragona 177, Barcelona",41.37966677,2.1430828,,True
HB-004264,Hostal Ciudad Condal 2,"Carrer Mallorca 253, Barcelona",41.39330502,2.16166969,,True
HB-004285,GRACIA GARDEN,"Carrer Gran de Gràcia 14, Barcelona",41.39829104,2.15744484,,True
HB-004288,Barcelona City North,"Carrer Saragossa 95, Barcelona",41.40370126,2.14662564,,True
HB-004292,Hostal Agua Alegre,"Carrer Roger de Lluria 47, Barcelona",41.39291014,2.16896321,,True
HB-004307,Hostal HMB,"Carrer Francisco Giner 5, Barcelona",41.39847748,2.1598078,,True
HB-004312,BCN Port,"Avinguda Paral.lel 15, Barcelona",41.37448067,2.17473487,,True
HB-004316,Suitesbarcelona,"Rambla Catalunya 103, Barcelona",41.39332113,2.16010362,,True
HB-004344,Hostal Central,"Ronda Universitat 11, Barcelona",41.38644605,2.16561028,,True
HB-004355,Hostal Caballero San Juan - Ramblas Rooms,"Passeig Sant Joan 1, Barcelona",41.39177098,2.17923545,,True
HB-004361,Martina,"Carrer Bailen 42, Barcelona",41.39369461,2.17507165,,True
HB-004365,LIMONAIA 1,"Carrer Rosselló 242, Barcelona",41.39620261,2.16134209,,True
HB-004366,Limonaia 2,"Carrer Rosselló 242, Barcelona",41.39620261,2.16134209,,True
HB-004367,LIMONAIA 3,"Carrer Rosselló 242, Barcelona",41.39620261,2.16134209,,True
HB-004368,Hostal Plaza Goya Bcn 1,"Carrer Sepúlveda 187, Barcelona",41.38412229,2.16354684,,True
HB-004386,The Praktik,"Carrer Diputació 325, Barcelona",41.39376515,2.17133942,,True
HB-004388,Blanc Guesthouse,"Carrer Tuset 27, Barcelona",41.39655222,2.1509142,,True
HB-004402,Somnio Hostel,"Carrer Diputació 251, Barcelona",41.389052,2.16507609,,True
HB-004409,Oliveta,"Carrer Poeta Cabanyes 16, Barcelona",41.37415368,2.16553563,,True
HB-004413,Antonio Moreno,"Carrer Valencia 583, Barcelona",41.40872348,2.18449844,,True
HB-004416,Luxor BCN,"Carrer Teodora Lamadrid 4, Barcelona",41.40593534,2.13799207,,True
HB-004443,Eos,"Carrer Gran Via Corts Catalanes 575, Barcelona",41.38517336,2.16217755,,True
HB-004457,Barcelona House,"Carrer Escudellers 19, Barcelona",41.3794181,2.1761357,,True
HB-004464,Hostemplo,"Carrer Sicília 276, Barcelona",41.40086452,2.17460967,,True
HB-004469,Monrooms Barcelona,"Carrer Mare de Deu del Coll 14, Barcelona",41.40862139,2.15003072,,True
HB-004470,ANBA,"Ronda de Sant Pere 27, Barcelona",41.38989939,2.17483637,,True
HB-004474,Q,"Ronda Sant Pere 22, Barcelona",41.38922532,2.17398362,,True
HB-004475,ELLA HOSTEL GRAN VIA,"Carrer de Girona 39, Barcelona",41.39270778,2.17374181,,True
HB-004479,Hostal Muntaner II,"Carrer Muntaner 175, Barcelona",41.39187227,2.15227872,,True
HB-004483,Circa 1905,"Carrer Provença 286, Barcelona",41.39413575,2.16087562,,True
HB-004485,House,"Carrer Constitució 36, Barcelona",41.36989972,2.13663946,,True
HB-004486,Hostal BCN46,"Carrer Roger de Llúria 46, Barcelona",41.39230414,2.17012872,,True
HB-004487,Luxtal 1-23,"Carrer Mallorca 1, Barcelona",41.37917979,2.14292579,,True
HB-004489,Plaza de Goya 2,"Carrer Sepúlveda 187, Barcelona",41.38412229,2.16354684,,True
HB-004495,Martinval,"Carrer Bruc 117, Barcelona",41.39640033,2.16659005,,True
HB-004496,Barcelona Centro,"Carrer Pau Clarís 104, Barcelona",41.39123195,2.16928395,,True
HB-004497,Hostalin Barcelona,"Carrer Diputació 346, Barcelona",41.39644632,2.17528966,,True
HB-004503,FRONT ARC,"Ronda de Sant Pere 53, Barcelona",41.39151227,2.17914274,,True
HB-004506,Khronos,"Carrer Mallorca 285, Barcelona",41.39610015,2.16538023,,True
HB-004509,The 8 BedBreakfast Barcelona,"Carrer Aragó 281, Barcelona",41.39322136,2.16601054,,True
HB-004511,Violeta Boutique,"Carrer Casp 38, Barcelona",41.39020411,2.17201869,,True
HB-004512,Hostal Acropolis,"Carrer Verdi 254, Barcelona",41.41028909,2.15073964,,True
HB-004517,Thesuites,"Carrer Pau Claris 72, Barcelona",41.38930154,2.1718535,,True
HB-004519,Hotel Vasanta,"Carrer Casp 31, Barcelona",41.39081621,2.1724614,,True
HB-004525,Generator Barcelona,"Carrer Còrsega 373, Barcelona",41.39918493,2.16265834,,True
HB-004527,Apartamentos Ramblas 108,"Carrer Rambla 106, Barcelona",41.37544908,2.17040026,,True
HB-004533,Ecozentric,"Carrer Balmes 23, Barcelona",41.38784934,2.16438796,,True
HB-004536,The5rooms,"Carrer Pau Claris 72, Barcelona",41.38930154,2.1718535,,True
HB-004537,Exprés,"Carrer Riera Sant Miquel 74, Barcelona",41.3987292,2.15415468,,True
HB-004540,Pillow Ramblas,"Passatge Banca 2, Barcelona",41.37722308,2.17693485,,True
HB-004542,Umma Barcelona BedBreakfast Boutique,"Avinguda Diagonal 433B, Barcelona",41.39413644,2.15103134,,True
HB-004546,La Casita Amarilla,"Carrer Padua 83, Barcelona",41.40509664,2.14508447,,True
HB-004548,Violeta Boutique 2,"Carrer Casp 38, Barcelona",41.39020411,2.17201869,,True
HB-004549,Hostalín Barcelona,"Carrer Gran Via Corts Catalanes 657, Barcelona",41.3935394,2.1733128,,True
HB-004550,Cien,"Carrer Consell de Cent 278, Barcelona",41.38922469,2.16340004,,True
HB-004553,BacHome Terrace BB,"Carrer Bruc 14, Barcelona",41.39022404,2.17514113,,True
HB-004558,Barcelona Rooms 294,"Carrer Roger de Flor 294, Barcelona",41.40384175,2.16617099,,True
HB-004560,Casa Bella Gracia,"Carrer de Sant Agustí 4, Barcelona",41.39845393,2.16054802,,True
HB-004569,Bella Lola,"Passeig Gràcia 115, Barcelona",41.39705199,2.15834624,,True
HB-004570,La Casa Gran BedBreakfast,"Avinguda Diagonal 439, Barcelona",41.39393174,2.15021505,,True
HB-004571,Mihlton Barcelona,"Carrer Rosselló 231, Barcelona",41.39391417,2.15796195,,True
HB-004574,Petit Príncep,"Avinguda Diagonal 578, Barcelona",41.3939136,2.14818791,,True
HB-004575,Som Nit Born,"Carrer Reina Cristina 13, Barcelona",41.3821105,2.18371075,,True
HB-004576,AMRA,"Carrer CASPE 28, Barcelona",41.44056036,2.18650291,,True
HB-004584,Barcelona Fifteen,"Carrer Fontrodona 15, Barcelona",41.37350298,2.16725308,,True
HB-004586,Zoorooms,"Carrer Mallorca 209, Barcelona",41.3905583,2.15802495,,True
HB-004588,LeMar,"Carrer d' Enric Granados 44, Barcelona",41.39109351,2.15819679,,True
HB-004589,Hostalin Barcelona 2,"Carrer Gran Via Corts Catalanes 657, Barcelona",41.3935394,2.1733128,,True
HB-004590,Hostal Live Barcelona,"Carrer Gran Via Corts Catalanes 547, Barcelona",41.38353186,2.15999195,,True
HB-004594,Natura Barcelona,"Carrer Roger de Lluria 33, Barcelona",41.39208243,2.17005398,,True
HB-004601,Hostal Aslyp 114,"Avinguda Josep Tarradellas 114, Barcelona",41.38960283,2.14372671,,True
HB-004602,Exprés 1,"Carrer Riera Sant Miquel 74, Barcelona",41.3987292,2.15415468,,True
HB-004603,Exprés 2,"Carrer Riera Sant Miquel 74, Barcelona",41.3987292,2.15415468,,True
HB-004604,Exprés 3,"Carrer Riera Sant Miquel 74, Barcelona",41.3987292,2.15415468,,True
HB-004605,Exprés 4,"Carrer Riera Sant Miquel 74, Barcelona",41.3987292,2.15415468,,True
HB-004608,Izara,"Ronda Sant Pere 7, Barcelona",41.38850517,2.17109971,,True
HB-004610,Argó 305,"Carrer Valencia 305, Barcelona",41.39614782,2.16771419,,True
HB-004611,Urgell Premium 18,"Carrer Comte Urgell 18, Barcelona",41.37987145,2.1618463,,True
HB-004615,Laramond Barcelona Rooms,"Carrer de Malgrat 40, Barcelona",41.42826978,2.17990496,,True
HB-004617,Casa Balmes,"Carrer Balmes 60, Barcelona",41.38960627,2.16243068,,True
HB-004618,Casa Balmes 2,"Carrer Balmes 60, Barcelona",41.38960627,2.16243068,,True
HB-004621,Casp Green house,"Carrer de Casp 39, Barcelona",41.39177155,2.17373271,,True
HB-004622,The Moods,"Rambla Catalunya 84, Barcelona",41.39263443,2.16158557,,True
HB-004626,Barcelona 226,"Carrer Aribau 226, Barcelona",41.39518332,2.15052643,,True
HB-004631,Hostalin Barcelona Passeig de Gràcia,"Passeig Gràcia 78, Barcelona",41.39388676,2.16328497,,True
HB-004633,Hostal Barcelona Travel,"Carrer Aragó 224, Barcelona",41.38852829,2.16030836,,True
HB-004638,Bruc,"Carrer BRUC 65, Barcelona",41.393756,2.17009729,,True
HB-004642,AMRA BARCELONA GRAN VIA,"Gran Via CORTS CATALANES 682, Barcelona",41.39268519,2.17305614,,True
HB-004644,Ally's Guest House Barcelona,"Carrer Bruc 150, Barcelona",41.39746349,2.16555402,,True
HB-004646,The Corner 592,"Carrer Gran Via Corts Catalanes 592, Barcelona",41.3863569,2.16463484,,True
HB-004651,Jardinets Guest House,"Carrer Bruc 84, Barcelona",41.39442605,2.1695775,,True
HB-004654,Good-Home,"Carrer Rosselló 254, Barcelona",41.39684498,2.16219944,,True
HB-004656,THE STREETS,"Carrer del Consell de Cent 322, Barcelona",41.39206317,2.16717488,,True
HB-004658,Hostal Live Barcelona 2,"Carrer Gran Via Corts Catalanes 547, Barcelona",41.38353186,2.15999195,,True
HB-004659,Smart Room Barcelona,"Carrer Olzinelles 56, Barcelona",41.37201764,2.13687292,,True
HB-004660,Brustar Sagrada Família,"Carrer Roger de Flor 215, Barcelona",41.40136919,2.16908663,,True
HB-004663,Ca la Maria Barcelona BedBreakfast,"Carrer Corsega 284, Barcelona",41.39459694,2.15696271,,True
HB-004665,Hostalin Barcelona Diputació 2,"Carrer Diputació 346, Barcelona",41.39644632,2.17528966,,True
HB-004666,La Casa de Antonio,"Carrer Gran Via Corts Catalanes 584, Barcelona",41.38494047,2.16275026,,True
HB-004670,The Conica Deluxe Bed  Breakfast,"Carrer Corsèga 271, Barcelona",41.39382802,2.15557433,,True
HB-004675,Lumine Luxury Suites,"Carrer Balmes 129, Barcelona",41.39289208,2.15771277,,True
HB-004677,Consell,"Carrer Consell de Cent 185, Barcelona",41.38367246,2.15565751,,True
HB-004679,DON FABRIZZIO,"Gran Via CORTS CATALANES 435, Barcelona",41.37842735,2.15320505,,True
HB-004682,Casa Gràcia,"Passeig Gràcia 116 Bis, Barcelona",,,,False
HB-004683,Hostal Excellence,"Carrer Santa Anna 27, Barcelona",41.38564644,2.17182096,,True
HB-004684,Hostal BCN Llúria,"Carrer Roger de Llúria 46, Barcelona",41.39230414,2.17012872,,True
HB-004687,Casa Vilaró,"Avinguda Coll del Portell 67, Barcelona",41.41141182,2.15136171,,True
HB-004693,HOSTAL NOVA BARCELONA,"Rambla de Badal 65, Barcelona",41.36816507,2.13297491,,True
HB-004695,BacHome Barcelona BB,"Carrer Bruc 96, Barcelona",41.39482523,2.16905209,,True
HB-004697,Forget Me Not Plus 1,"Carrer Balmes 129 Bis, Barcelona",,,,False
HB-004698,Forget Me Not Plus 2,"Carrer Balmes 129 Bis, Barcelona",,,,False
HB-004700,FEELATHOME CASA BERTRAND,"Carrer del Consell de Cent 276, Barcelona",41.38915264,2.16330335,,True
HB-004701,Ally's Guest House III,"Carrer Bruc 150, Barcelona",41.39746349,2.16555402,,True
HB-004705,BAILEN GREEN HOUSE,"Carrer Bailèn 188, Barcelona",41.40124592,2.16508152,,True
HB-004706,RETROME,"Carrer de Girona 85, Barcelona",41.39540003,2.17017915,,True
HB-004707,RETROME,"Carrer de Girona 81, Barcelona",41.39524186,2.17038759,,True
